Authors,Title,Year,Source title,Link,Document Type,Source,EID
"Guo Y., Wagh A., Brady C., Levy S.T., Horn M.S., Wilensky U.","Frogs to think with-improving students' computational thinking and understanding of evolution in a code-first learning environment",2016,"Proceedings of IDC 2016 - The 15th International Conference on Interaction Design and Children","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985995425&doi=10.1145%2f2930674.2930724&partnerID=40&md5=baf143b04dafebd501640775ebb4f359",Conference Paper,Scopus,2-s2.0-84985995425
"Hawkes A.D., Kemp A.C., Donnelly J.P., Horton B.P., Peltier W.R., Cahill N., Hill D.F., Ashe E., Alexander C.R.","Relative sea-level change in northeastern Florida (USA) during the last ~8.0 ka",2016,"Quaternary Science Reviews","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965082426&doi=10.1016%2fj.quascirev.2016.04.016&partnerID=40&md5=3ae38de93483920c7139a88bf163da79",Article,Scopus,2-s2.0-84965082426
"Turvey M.","Introduction",2016,"Projections (New York)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974604525&doi=10.3167%2fproj.2016.100102&partnerID=40&md5=f775290f956c5b08c4f2573caed6cbf7",Editorial,Scopus,2-s2.0-84974604525
"Stites E., Marshak A.","Who are the Lonetia? Findings from southern Karamoja, Uganda",2016,"Journal of Modern African Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979582114&doi=10.1017%2fS0022278X16000021&partnerID=40&md5=18c8fffdca3cf1562a1f2f058607b08b",Article,Scopus,2-s2.0-84979582114
"Arnold T., Scheutz M.","Against the moral Turing test: accountable design and the moral reasoning of autonomous systems",2016,"Ethics and Information Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962303009&doi=10.1007%2fs10676-016-9389-x&partnerID=40&md5=529a5e07a68ceebad4e91adfcd6b228b",Article,Scopus,2-s2.0-84962303009
"Mistry J., Easterbrooks M.A., Fauth R.C., Raskin M., Jacobs F., Goldberg J.","Heterogeneity among adolescent mothers and home visiting program outcomes",2016,"Children and Youth Services Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963612136&doi=10.1016%2fj.childyouth.2016.04.002&partnerID=40&md5=d0a2c831c623c87b15539613267ffa21",Article,Scopus,2-s2.0-84963612136
"Ackatia-Armah N.M., Addy N.A., Ghosh S., Dubé L.","Fostering reflective trust between mothers and community health nurses to improve the effectiveness of health and nutrition efforts: An ethnographic study in Ghana, West Africa",2016,"Social Science and Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964328516&doi=10.1016%2fj.socscimed.2016.03.038&partnerID=40&md5=6490153f1002e1541bea16968388fdad",Article,Scopus,2-s2.0-84964328516
"Weinberg J.D., Richman K.D.","Symposium: New Directions in Law and Sexuality Scholarship",2016,"Law and Social Inquiry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982171450&doi=10.1111%2flsi.12226&partnerID=40&md5=cf59418f7c90dcd78a722ea8b77637b8",Article,Scopus,2-s2.0-84982171450
"Foster A., Chaudhary N., Kim T., Waller J.L., Wong J., Borish M., Cordar A., Lok B., Buckley P.F.","Using Virtual Patients to Teach Empathy: A Randomized Controlled Study to Enhance Medical Students' Empathic Communication",2016,"Simulation in Healthcare","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956894322&doi=10.1097%2fSIH.0000000000000142&partnerID=40&md5=d1bbd47d579f92769a9036424eaca0fc",Article,Scopus,2-s2.0-84956894322
"Delgado M.Y., Ettekal A.V., Simpkins S.D., Schaefer D.R.","How Do My Friends Matter? Examining Latino Adolescents’ Friendships, School Belonging, and Academic Achievement",2016,"Journal of Youth and Adolescence","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939630249&doi=10.1007%2fs10964-015-0341-x&partnerID=40&md5=666d9dd7ed84195ee3788433e4daf776",Article,Scopus,2-s2.0-84939630249
"Lemons A., Branz A., Kimirei M., Hawkins T., Lantagne D.","Assessment of the quality, effectiveness, and acceptability of ceramic water filters in Tanzania",2016,"Journal of Water Sanitation and Hygiene for Development","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975864607&doi=10.2166%2fwashdev.2016.006&partnerID=40&md5=b4b9bba3b2b82dacda9f556cac0cd77f",Article,Scopus,2-s2.0-84975864607
"Gosselin D., Vincent S., Boone C., Danielson A., Parnell R., Pennington D.","Introduction to the special issue: negotiating boundaries: effective leadership of interdisciplinary environmental and sustainability programs",2016,"Journal of Environmental Studies and Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006208733&doi=10.1007%2fs13412-015-0357-2&partnerID=40&md5=e4c504b7e1a5e9aa7e8d8d6f6e01bf13",Article,Scopus,2-s2.0-85006208733
"Pennington D., Bammer G., Danielson A., Gosselin D., Gouvea J., Habron G., Hawthorne D., Parnell R., Thompson K., Vincent S., Wei C.","The EMBeRS project: employing model-based reasoning in socio-environmental synthesis",2016,"Journal of Environmental Studies and Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006192482&doi=10.1007%2fs13412-015-0335-8&partnerID=40&md5=4ea60351797d46edbc25e2810a1a3cde",Article,Scopus,2-s2.0-85006192482
"Cohn A.S., Vanwey L.K., Spera S.A., Mustard J.F.","Cropping frequency and area response to climate variability can exceed yield response",2016,"Nature Climate Change","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971222795&doi=10.1038%2fnclimate2934&partnerID=40&md5=a69c8f26a9c41a76de50e03cd78e471c",Article,Scopus,2-s2.0-84971222795
"Rommers J., Dickson D.S., Norton J.J.S., Wlotko E.W., Federmeier K.D.","Alpha and theta band dynamics related to sentential constraint and word expectancy",2016,"Language, Cognition and Neuroscience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969626591&doi=10.1080%2f23273798.2016.1183799&partnerID=40&md5=fc36492a830670aaa4677bdddb414d8d",Article in Press,Scopus,2-s2.0-84969626591
"Aptel C.","Child slaves and child brides",2016,"Journal of International Criminal Justice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974712356&doi=10.1093%2fjicj%2fmqv078&partnerID=40&md5=9ee7c86d28e01283b5375ee625440677",Article,Scopus,2-s2.0-84974712356
"Jaysane-Darr A.","“Birth is a miracle only to God”: reconfiguring kinship through reproductive suffering in the South Sudanese diaspora",2016,"Social Dynamics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976878510&doi=10.1080%2f02533952.2016.1194590&partnerID=40&md5=090e5ec4a1d7ed7a0979438defb270b0",Article,Scopus,2-s2.0-84976878510
"Pinto S.","“The tools of your chants and spells”: Stories of madwomen and Indian practical healing",2016,"Medical Anthropology: Cross Cultural Studies in Health and Illness","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946615714&doi=10.1080%2f01459740.2015.1081902&partnerID=40&md5=971b02492f2e2ec7be89ea3ca9ae960e",Article,Scopus,2-s2.0-84946615714
"Németh J., Hollander J.","Right-sizing shrinking cities: A landscape and design strategy for abandoned properties",2016,"Journal of Landscape Architecture","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975317275&doi=10.1080%2f18626033.2016.1188578&partnerID=40&md5=88f8ed1951929b9db639b1fd3dce8ce8",Article,Scopus,2-s2.0-84975317275
"Levine P.","Join a club! Or a team – both can make good citizens",2016,"Phi Delta Kappan","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978963558&doi=10.1177%2f0031721716647014&partnerID=40&md5=6b167c4356a413059d668faefc94a956",Review,Scopus,2-s2.0-84978963558
"Rasmussen D.C.","Adam Smith on What Is Wrong with Economic Inequality",2016,"American Political Science Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965034315&doi=10.1017%2fS0003055416000113&partnerID=40&md5=ec556890de6e4f5d46697ac7691652e7",Conference Paper,Scopus,2-s2.0-84965034315
"Salacuse J.W.","The Hidden Persuader: The Role of the Advisor in Negotiations and Group Decision Making—Perspectives from the European Union",2016,"Group Decision and Negotiation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948149425&doi=10.1007%2fs10726-015-9458-2&partnerID=40&md5=6d2f81f8dabacfc8b449c8d6eba0d055",Article,Scopus,2-s2.0-84948149425
"Gaither S.E., Remedios J.D., Schultz J.R., Maddox K.B., Sommers S.R.","Examining the effects of I-sharing for future white-black interactions",2016,"Social Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975842858&doi=10.1027%2f1864-9335%2fa000264&partnerID=40&md5=74cff20cc462f7a247d3feebed22e0d2",Article,Scopus,2-s2.0-84975842858
"Portney K.E., Berry J.M.","The Impact of Local Environmental Advocacy Groups on City Sustainability Policies and Programs",2016,"Policy Studies Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946430687&doi=10.1111%2fpsj.12131&partnerID=40&md5=f677250d3d14a347fb4e863a9a95c2bb",Article,Scopus,2-s2.0-84946430687
"Darrouzet-Nardi A.F., Miller L.C., Joshi N., Mahato S., Lohani M., Rogers B.L.","Child dietary quality in rural Nepal: Effectiveness of a community-level development intervention",2016,"Food Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962867187&doi=10.1016%2fj.foodpol.2016.03.007&partnerID=40&md5=082758622454391150341a0877385435",Article,Scopus,2-s2.0-84962867187
"Raskin M., Easterbrooks M.A., Lamoreau R.S., Kotake C., Goldberg J.","Depression Trajectories of Antenatally Depressed and Nondepressed Young Mothers: Implications for Child Socioemotional Development",2016,"Women's Health Issues","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962077746&doi=10.1016%2fj.whi.2016.02.002&partnerID=40&md5=4fe2812f15c5b97c7d7d56bb31c4d995",Article,Scopus,2-s2.0-84962077746
"Grindal T., Wilde P., Schwartz G., Klerman J., Bartlett S., Berman D.","Does food retail access moderate the impact of fruit and vegetable incentives for SNAP participants? Evidence from western Massachusetts",2016,"Food Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978511727&doi=10.1016%2fj.foodpol.2016.02.002&partnerID=40&md5=b777cf45633fbf251bac910e36174339",Article,Scopus,2-s2.0-84978511727
"Thilsted S.H., Thorne-Lyman A., Webb P., Bogard J.R., Subasinghe R., Phillips M.J., Allison E.H.","Sustaining healthy diets: The role of capture fisheries and aquaculture for improving nutrition in the post-2015 era",2016,"Food Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960482162&doi=10.1016%2fj.foodpol.2016.02.005&partnerID=40&md5=ca52288abc3412e60c5c9349fe9b473d",Article,Scopus,2-s2.0-84960482162
"Nojumi N.","The rise of the Taliban in afghanistan: Mass mobilization, civil war, and the future of the region",2016,"The Rise of the Taliban in Afghanistan: Mass Mobilization, Civil War, and the Future of the Region","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014294565&doi=10.1007%2f978-0-312-29910-1&partnerID=40&md5=7077a382aaad93380475579b0a15f049",Book,Scopus,2-s2.0-85014294565
"Wilkerson M.H., Bautista A., Tobin R.G., Brizuela B.M., Cao Y.","More than meets the eye: patterns and shifts in middle school mathematics teachers’ descriptions of models",2016,"Journal of Mathematics Teacher Education","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964453155&doi=10.1007%2fs10857-016-9348-9&partnerID=40&md5=b2ef2ea4acbbaed06f4d3edd7b0ee051",Article in Press,Scopus,2-s2.0-84964453155
"Breazeal C., Morris R., Gottwald S., Galyean T., Wolf M.","Mobile devices for early literacy intervention and research with global reach",2016,"L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969920054&doi=10.1145%2f2876034.2876046&partnerID=40&md5=4fa3d188083ef6c5c0914ff308e21d5b",Conference Paper,Scopus,2-s2.0-84969920054
"Strawhacker A., Sullivan A., Portsmore M.","Billund builds music: An engineering education initiative in Danish Kindergartens",2016,"ISEC 2016 - Proceedings of the 6th IEEE Integrated STEM Education Conference","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969975724&doi=10.1109%2fISECon.2016.7457543&partnerID=40&md5=ede92f35935f8138ea0b223be5495d87",Conference Paper,Scopus,2-s2.0-84969975724
"Vaught S., Hernández G.","To Whom It May Concern: Epistolary political philosophies and the production of racial counterpublic knowledge in the United States",2016,"Educational Philosophy and Theory","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961197944&doi=10.1080%2f00131857.2015.1031069&partnerID=40&md5=c555e516f2bc4090c27eca5de9eda383",Article,Scopus,2-s2.0-84961197944
"Leis J.","Reflections on the practice of disaster resilience",2016,"Urban Disaster Resilience: New Dimensions from International Practice in the Built Environment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978718916&doi=10.4324%2f9781315725420&partnerID=40&md5=730be0263800e0afdbac843115b3e5cc",Book Chapter,Scopus,2-s2.0-84978718916
"Sanderson D., Kayden J.S., Leis J.","Foreword",2016,"Urban Disaster Resilience: New Dimensions from International Practice in the Built Environment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978633482&doi=10.4324%2f9781315725420&partnerID=40&md5=506414c0cd4a73de638f40810793885a",Editorial,Scopus,2-s2.0-84978633482
"Sanderson D., Kayden J.S., Leis J.","Urban Disaster Resilience: New Dimensions from International Practice in the Built Environment",2016,"Urban Disaster Resilience: New Dimensions from International Practice in the Built Environment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978767399&doi=10.4324%2f9781315725420&partnerID=40&md5=374b3c70edd511cb8c67e9de7f981232",Book,Scopus,2-s2.0-84978767399
"Robinson C.","From the Editor-in-Chief",2016,"Journal of Museum Education","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974855133&doi=10.1080%2f10598650.2016.1169731&partnerID=40&md5=bebf79f7e338259c71bb434c62274467",Editorial,Scopus,2-s2.0-84974855133
"Jaber L.Z., Hammer D.","Engaging in Science: A Feeling for the Discipline",2016,"Journal of the Learning Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945317711&doi=10.1080%2f10508406.2015.1088441&partnerID=40&md5=2325a016cb654e99da21d793d918f465",Article,Scopus,2-s2.0-84945317711
"Lenihan D., McCobb E., Diurba A., Linder D., Freeman L.","Measuring the Effects of Reading Assistance Dogs on Reading Ability and Attitudes in Elementary Schoolchildren",2016,"Journal of Research in Childhood Education","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962302444&doi=10.1080%2f02568543.2016.1143896&partnerID=40&md5=e9ac0fc4ab22d64849eec3bd6105c1b4",Article,Scopus,2-s2.0-84962302444
"Batanova M., Loukas A.","Empathy and Effortful Control Effects on Early Adolescents’ Aggression: When Do Students’ Perceptions of Their School Climate Matter?",2016,"Applied Developmental Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941330659&doi=10.1080%2f10888691.2015.1067145&partnerID=40&md5=b2cbee02d891c07c5c4a22e839043749",Article,Scopus,2-s2.0-84941330659
"Berkman P.A., Vylegzhanin A.N., Young O.R.","Governing the bering strait region: Current status, emerging issues and future options",2016,"Ocean Development and International Law","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964562790&doi=10.1080%2f00908320.2016.1159091&partnerID=40&md5=2d9fb2a37e8c23bfe9dd37fe9c4a0f81",Article,Scopus,2-s2.0-84964562790
"Salacuse J.W.","The Effect of Advice on Negotiations: How Advisors Influence What Negotiators Do",2016,"Negotiation Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963594113&doi=10.1111%2fnejo.12150&partnerID=40&md5=014462240d32c51af8f2d8441dc5f323",Article,Scopus,2-s2.0-84963594113
"Goldberg J., Bumgarner E., Jacobs F.","Measuring program- and individual-level fidelity in a home visiting program for adolescent parents",2016,"Evaluation and Program Planning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960398744&doi=10.1016%2fj.evalprogplan.2015.12.007&partnerID=40&md5=789809a307303ea1a2f80eda195b84e1",Article,Scopus,2-s2.0-84960398744
"Bond E.W., Trachtman J.","China-Rare Earths: Export Restrictions and the Limits of Textual Interpretation",2016,"World Trade Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960099755&doi=10.1017%2fS1474745615000695&partnerID=40&md5=336e6d54f947db9636004aada7e62308",Article,Scopus,2-s2.0-84960099755
"Crane G.","Greco-Roman studies in a digital age",2016,"Daedalus","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962833460&doi=10.1162%2fDAED_a_00383&partnerID=40&md5=a337905938bf00c03e9e1b30f7fdd044",Article,Scopus,2-s2.0-84962833460
"McDermott E.R., Donlan A.E., Zaff J.F., Prescott J.E.","A Psychometric Analysis of Hope, Persistence, and Engagement Among Reengaged Youth",2016,"Journal of Psychoeducational Assessment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961246051&doi=10.1177%2f0734282915593029&partnerID=40&md5=7dd614b56677023b865e2c95f5ce1d9a",Article,Scopus,2-s2.0-84961246051
"Aker J.C., Ksoll C.","Can mobile phones improve agricultural outcomes? Evidence from a randomized experiment in Niger",2016,"Food Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928189906&doi=10.1016%2fj.foodpol.2015.03.006&partnerID=40&md5=10ea1aad0f0663579e20788a9fc3110b",Article,Scopus,2-s2.0-84928189906
